blog_id,title,media_id,name,path,preview
3,Wie wird eigentlich Trockenfutter hergestellt? ,1792,Hund-700_467,media/image/Hund-700_467.png,1
4,Wie lager ich mein Futter am Besten?,,,,
5,Deklaration kurz erklärt: Was ist Rohasche?,1144,Blog_Banner_Rindfleisch_auf_Brett_575x364,media/image/Blog_Banner_Rindfleisch_auf_Brett_575x364.png,1
6,Deklaration kurz erklärt: Was ist Rohprotein?,1263,Blog_Banner_Rindfleisch_auf_Brett_575x36457b6d84b51bc9,media/image/Blog_Banner_Rindfleisch_auf_Brett_575x36457b6d84b51bc9.png,1
7,Deklaration kurz erklärt: Was ist Rohfett?,1789,Zurueck-zur-Natur,media/image/Zurueck-zur-Natur.png,1
8,Deklaration kurz erklärt: Was ist Rohfaser?,1919,Jack-Russell-klein,media/image/Jack-Russell-klein.jpg,1
9,Was ist besser Trocken- oder Nassfutter?,2039,chihuahua,media/image/chihuahua.jpg,1
10,Kann ich meinen Hund Vegetarisch oder Vegan ernähren?,1876,shutterstock_1053789092-Getreide-klein,media/image/shutterstock_1053789092-Getreide-klein.jpg,1
11,Was sind Kohlenhydrate?,1262,Blog_Banner_Kartoffel_575x323,media/image/Blog_Banner_Kartoffel_575x323.jpg,1
12,Woher stammt eigentlich das Fleisch das bei Bubeck verarbeitet wird?,1263,Blog_Banner_Rindfleisch_auf_Brett_575x36457b6d84b51bc9,media/image/Blog_Banner_Rindfleisch_auf_Brett_575x36457b6d84b51bc9.png,1
13,Wie wird eigentlich Nassfutter hergestellt?,,,,
14,Wie füttere ich meinen Junghund mit Bubeck,997,KampfumBully1910-2,media/image/KampfumBully1910-2.png,1
15,Kann ich meinen Hund Vegetarisch oder Vegan ernähren?,1124,Caesar_hund_SW,media/image/Caesar_hund_SW.png,1
16,Wieviel Fleischanteil soll in meinem Trockenfutter sein.,1298,Blog_Fleisch_575x381,media/image/Blog_Fleisch_575x381.jpg,1
17,Wielviel muss mein Hund am Tag fressen,,,,
19,Stammt mein Hund vom Wolf ab? ,1671,wolf-635063_1920,media/image/wolf-635063_1920.jpg,1
20,Der Sommerurlaub und mein Vierbeiner,1146,Kai-Winter,media/image/Kai-Winter.jpg,1
21,Was macht Lammfleisch so besonders,1142,Blog_Banner_Lamm_575x364,media/image/Blog_Banner_Lamm_575x364.jpg,1
22,Was macht Rindfleisch so besonders,1143,Blog_Banner_Rind_575_364,media/image/Blog_Banner_Rind_575_364.jpg,1
23,Was macht Entenfleisch so besonders?,1145,Blog_Banner_Ente_575x364,media/image/Blog_Banner_Ente_575x364.jpg,1
24,Interzoo 2014,1147,Interzoo_2014_1,media/image/Interzoo_2014_1.jpg,1
24,Interzoo 2014,1148,Interzoo_2014_2,media/image/Interzoo_2014_2.jpg,"0"
24,Interzoo 2014,1149,Interzoo_2014_3,media/image/Interzoo_2014_3.jpg,"0"
24,Interzoo 2014,1150,Interzoo_2014_4,media/image/Interzoo_2014_4.jpg,"0"
24,Interzoo 2014,1151,Interzoo_2014_5,media/image/Interzoo_2014_5.jpg,"0"
25,Interzoo 2016,1152,Interzoo_2016_1,media/image/Interzoo_2016_1.jpg,1
25,Interzoo 2016,1153,Interzoo_2016_2,media/image/Interzoo_2016_2.jpg,"0"
25,Interzoo 2016,1154,Interzoo_2016_3,media/image/Interzoo_2016_3.jpg,"0"
25,Interzoo 2016,1155,Interzoo_2016_4,media/image/Interzoo_2016_4.jpg,"0"
25,Interzoo 2016,1156,Interzoo_2016_5,media/image/Interzoo_2016_5.jpg,"0"
26,Neues aus der Manufaktur: Die Gründer-Edition,1157,start_shop_gross_1160x770_edition_rind,media/image/start_shop_gross_1160x770_edition_rind.jpg,1
27,Brief von Paul Kult,,,,
28,Der BARF - Finisher,1164,Barf_finisher_6kg_karton_web,media/image/Barf_finisher_6kg_karton_web.jpg,1
29,Interzoo 2010,1165,Interzoo_2010_1,media/image/Interzoo_2010_1.jpg,1
29,Interzoo 2010,1166,Interzoo_2010_2,media/image/Interzoo_2010_2.jpg,"0"
30,Katzennahrung von Bubeck,1300,shop_teaser_klein_262x800_katze,media/image/shop_teaser_klein_262x800_katze.jpg,1
31,Was macht Pferdefleisch so besonders?,1180,Blog_Banner_Pferd_575x364,media/image/Blog_Banner_Pferd_575x364.jpg,1
32,Was macht Putenfleisch / Truthahnfleisch so besonders?,1181,Blog_Banner_Truthahn_575x364,media/image/Blog_Banner_Truthahn_575x364.jpg,1
33,Was macht Schweinefleisch so besonders?,1182,Blog_Banner_Schwein_575x364,media/image/Blog_Banner_Schwein_575x364.jpg,1
34,Was macht Wildfleisch so besonders?,1183,Blog_Banner_Wild_575x364,media/image/Blog_Banner_Wild_575x364.jpg,1
35,Was macht die Kartoffel so besonders?,1262,Blog_Banner_Kartoffel_575x323,media/image/Blog_Banner_Kartoffel_575x323.jpg,1
36,Wie kann ich meinen Hund glücklich füttern. ,1298,Blog_Fleisch_575x381,media/image/Blog_Fleisch_575x381.jpg,1
37,Was ist bei einem Windhund eigentlich so besonders,1301,mann_mit_hund_Bubeck,media/image/mann_mit_hund_Bubeck.png,1
38,Stellungnahme zu Stiftung Warentest 06 / 2016,1301,mann_mit_hund_Bubeck,media/image/mann_mit_hund_Bubeck.png,1
39,Was ist bei Hunden im Herbst und Winter zu beachten,1123,Perfekt-Hunde-1980,media/image/Perfekt-Hunde-1980.png,1
40,Woher kommt meine Wolle,1531,Wolle,media/image/Wolle.jpg,1
41,Rhein - Neckar - Zeitung vom 05 Februar 2017,1590,Rhein_Neckar_Zeitung05Feb2017,media/image/Rhein_Neckar_Zeitung05Feb2017.jpg,1
42,Beitrag Landesschau Baden-Württemberg vom 17 November 2016,1591,Logo-Landesschau-Baden-W-rttemberg,media/image/Logo-Landesschau-Baden-W-rttemberg.jpg,1
43,Heilbronner Stimme vom 22 Oktober 2016,1592,HeilbronnerStimmeLogo,media/image/HeilbronnerStimmeLogo.jpg,1
44,Frankfurter Allgemeine Sonntagszeitung vom 27 November 2010,1593,FAS_408_80,media/image/FAS_408_80.jpg,1
45,Heilbronner Stimme Juni 2009,1592,HeilbronnerStimmeLogo,media/image/HeilbronnerStimmeLogo.jpg,1
46,Initiative für sozialkompetente Hundehalter,1594,Download,media/image/Download.png,"0"
46,Initiative für sozialkompetente Hundehalter,1595,hefttitel_201003,media/image/hefttitel_201003.jpg,1
47,Hundeleckerlis: artgerecht und gesund einkaufen,1652,Bubeck-Weihnachtsmann,media/image/Bubeck-Weihnachtsmann.png,1
48,Katzenfutter in Premium Qualität reicht vollkommen,1603,huhn_pur_100g_katze_100g,media/image/huhn_pur_100g_katze_100g.png,1
49,"Hundeleckerli, kalorienarm: Belohnung beim Training",1123,Perfekt-Hunde-1980,media/image/Perfekt-Hunde-1980.png,1
50,"Artikel in der Discover Germany Issue 49, April 2017",,,,
51,Alles wichtige zu Schlittenhunde,2081,Bubeck_BarbaraWinzig-1,media/image/Bubeck_BarbaraWinzig-1.jpg,1
51,Alles wichtige zu Schlittenhunde,2080,Bubeck_BarbaraWinzig-2,media/image/Bubeck_BarbaraWinzig-2.jpg,"0"
52,"Hundekuchen selber backen, Hundekekse selber machen",1123,Perfekt-Hunde-1980,media/image/Perfekt-Hunde-1980.png,1
53,Anti Filz & Conditioner Spray: Kämmhilfe für langes Hunde und Katzen Fell,1664,animal-1284307,media/image/animal-1284307.jpg,1
54,Sensitiv Shampoo für Hunde: Unterschiede beim Hundeshampoo?,1665,dog-889350_1280,media/image/dog-889350_1280.jpg,1
55,Ohr-Reiniger für Haustiere – warum Tierhalter darauf nicht verzichten sollten,1666,dog-1343049_1920,media/image/dog-1343049_1920.jpg,1
56,Pfotenpflege für Hunde: Nicht nur im Winter überaus wichtig,1667,Tramp-und-Hund,media/image/Tramp-und-Hund.png,1
57,Wundpflege & Wundbalsam für Hunde und Katzen: Erste Hilfe für kleine Blessuren,1669,weimaraner-1381186_1920,media/image/weimaraner-1381186_1920.jpg,1
58,Hundeleckerlies: Der Spagat zwischen Wollen und Sollen,1665,dog-889350_1280,media/image/dog-889350_1280.jpg,1
59,Tierarztkosten sparen – wie Hund und Katze gesund bleiben,1670,Tierarzt_web,media/image/Tierarzt_web.png,1
60,Zecken- und Flohschutz für Haustiere: Die gesundheitlichen Konsequenzen,1670,Tierarzt_web,media/image/Tierarzt_web.png,1
61,Hundeleckerlies zu Weihnachten - nur das Beste für den Vierbeiner,1652,Bubeck-Weihnachtsmann,media/image/Bubeck-Weihnachtsmann.png,1
62,Auftausalz – tierfreundliche Produkte ersparen Ihrem Liebling Beschwerden,1664,animal-1284307,media/image/animal-1284307.jpg,1
63,Billiges Hundefutter kann gesundheitliche Folgen haben,997,KampfumBully1910-2,media/image/KampfumBully1910-2.png,1
64,Fellprobleme bei Katzen – da kann die Ernährung schuld sein!,1693,Frau-mit-Katze,media/image/Frau-mit-Katze.jpg,1
65,Halsband? Geschirr? Was ist für meinen Hund das Beste?,1694,Mann-mit-Hund,media/image/Mann-mit-Hund.jpg,1
66,Haustier Hund: Das ABC der Vorbereitung und Haltung,1669,weimaraner-1381186_1920,media/image/weimaraner-1381186_1920.jpg,1
67,Hunde für Senioren: Welche Rassen eignen sich?,1695,Mann-Hund-Meer,media/image/Mann-Hund-Meer.jpg,1
68,Hundeleckerlies zu Weihnachten - nur das Beste für den Vierbeiner,1665,dog-889350_1280,media/image/dog-889350_1280.jpg,1
69,Kleinkinder und Hunde – Welche Rasse und weitere Tipps,1666,dog-1343049_1920,media/image/dog-1343049_1920.jpg,1
70,Tierfutter Online Shop – Qualität frei Haus,1149,Interzoo_2014_3,media/image/Interzoo_2014_3.jpg,1
71,Unterschiede zwischen Katzenfutter und Hundefutter,1665,dog-889350_1280,media/image/dog-889350_1280.jpg,1
72,Vollnahrung für Hunde: So finden Sie Ihr optimales Alleinfutter,1151,Interzoo_2014_5,media/image/Interzoo_2014_5.jpg,1
73,Ein Interview zum 125 Jährigen Jubiläum mit den heutigen Geschäftsführern,1697,Bubeck-Logo_1930_bis_1945,media/image/Bubeck-Logo_1930_bis_1945.png,1
74,"Gluten, der böse Feind in meinem Hundefutter",1123,Perfekt-Hunde-1980,media/image/Perfekt-Hunde-1980.png,"0"
74,"Gluten, der böse Feind in meinem Hundefutter",1876,shutterstock_1053789092-Getreide-klein,media/image/shutterstock_1053789092-Getreide-klein.jpg,1
75,Nachhaltig und artgerecht Hunde füttern ,1697,Bubeck-Logo_1930_bis_1945,media/image/Bubeck-Logo_1930_bis_1945.png,1
76,Wie der Hund zum Hundekuchen kam...,1669,weimaraner-1381186_1920,media/image/weimaraner-1381186_1920.jpg,1
77,Ein Gedanke nebenbei,1697,Bubeck-Logo_1930_bis_1945,media/image/Bubeck-Logo_1930_bis_1945.png,1
78,Fertigfutter für Hunde aber richtig – vom Erfinder des Dog-Craft,1728,Bubeck-Logo-1960,media/image/Bubeck-Logo-1960.png,1
78,Fertigfutter für Hunde aber richtig – vom Erfinder des Dog-Craft,1730,Bubeck-logo1950,media/image/Bubeck-logo1950.png,"0"
79,Benötigt mein Vegetarisches Futter L-Carnitin und Taurin,1697,Bubeck-Logo_1930_bis_1945,media/image/Bubeck-Logo_1930_bis_1945.png,1
80,Zecken beim Hund – Natürliche Abhilfe vor dem Biss,1666,dog-1343049_1920,media/image/dog-1343049_1920.jpg,1
81,Sport Hundefutter und der Energie- und Proteinhaushalt ,1123,Perfekt-Hunde-1980,media/image/Perfekt-Hunde-1980.png,1
83,Katzen haben Zecken: Schutz gegen Bisse bewahrt vor Erkrankungen,1740,cat-1041324,media/image/cat-1041324.jpg,1
84,Fellpflege beim Hund: Variiert von Rasse zu Rasse,1666,dog-1343049_1920,media/image/dog-1343049_1920.jpg,1
85,Basiswissen über die Ernährung des Hundes,1729,Bubeck-logo1960,media/image/Bubeck-logo1960.png,1
86,80% Fleischanteil im Hundefutter,1789,Zurueck-zur-Natur,media/image/Zurueck-zur-Natur.png,1
87,Zahnpflege beim Hund – so behält Ihr Hund gesunde Zähne,1790,Hund_700_525,media/image/Hund_700_525.png,1
88,Verfilztes Hundefell richtig kämmen ohne Schmerzen,1791,Hund_700_462,media/image/Hund_700_462.png,1
89,BARF und PreyBARF,1697,Bubeck-Logo_1930_bis_1945,media/image/Bubeck-Logo_1930_bis_1945.png,1
90,Müssen Hunde wirklich entwurmt werden?,1792,Hund-700_467,media/image/Hund-700_467.png,1
91,Selbstbeherrschung bei Hunden oder wer sind diese Kohlenhydrate?,1792,Hund-700_467,media/image/Hund-700_467.png,1
92,Bei Hunden Bachblüten Rescue Tropfen richtig anwenden,1666,dog-1343049_1920,media/image/dog-1343049_1920.jpg,1
93,Die richtige Krankenversicherung für Hunde finden,1664,animal-1284307,media/image/animal-1284307.jpg,1
94,Hochwertige Hundeleinen - Auf was genau sollte ich achten?,1695,Mann-Hund-Meer,media/image/Mann-Hund-Meer.jpg,1
95,Hundegeschirr - Auf die Passgenauigkeit kommt es an,1124,Caesar_hund_SW,media/image/Caesar_hund_SW.png,1
96,Mein Hund frisst Gras warum?,1669,weimaraner-1381186_1920,media/image/weimaraner-1381186_1920.jpg,1
97,Apportieren lernt jeder Hund – oder?,1667,Tramp-und-Hund,media/image/Tramp-und-Hund.png,1
98,Tierschutzhund I – Einen Hund aus dem Tierschutz holen?,1791,Hund_700_462,media/image/Hund_700_462.png,1
99,Tierschutzhund II – Ein Straßenhund zieht ein,1790,Hund_700_525,media/image/Hund_700_525.png,1
100,Zusammenarbeit Provicell – Bubeck  ,1789,Zurueck-zur-Natur,media/image/Zurueck-zur-Natur.png,1
101,"Welthundetag, denkt an eure Liebsten!",1789,Zurueck-zur-Natur,media/image/Zurueck-zur-Natur.png,1
102,Durch die Erfindung des Ackerbaus hat sich unsere Kultur verändert,1730,Bubeck-logo1950,media/image/Bubeck-logo1950.png,1
103,Wie Hunde mit dem Alleinsein zurechtkommen,1666,dog-1343049_1920,media/image/dog-1343049_1920.jpg,1
104,"Süße Welpen: Kopf drehen bei Hunden, Ohren spitzen und Co",1695,Mann-Hund-Meer,media/image/Mann-Hund-Meer.jpg,1
105,Haben Arbeitshunde eigentlich auch ein schönes Leben?,1790,Hund_700_525,media/image/Hund_700_525.png,1
106,Zum Wohle der Hunde: Pfötchen weg von Schokolade und Salami,1791,Hund_700_462,media/image/Hund_700_462.png,1
107,Sozialverhalten: Hunde unter sich,1123,Perfekt-Hunde-1980,media/image/Perfekt-Hunde-1980.png,1
108,Hellseher Hund? Erdbeben und andere Dinge früh erkennen,1665,dog-889350_1280,media/image/dog-889350_1280.jpg,1
109,Empfinden Hunde Empathie und haben sie wirklich ein Gewissen?,1669,weimaraner-1381186_1920,media/image/weimaraner-1381186_1920.jpg,1
110,"Mein Hund als Freund, Seelentröster und Gefährte an schlechten Tagen",1665,dog-889350_1280,media/image/dog-889350_1280.jpg,1
111,Woran erkenne ich gutes Katzenfutter?,1740,cat-1041324,media/image/cat-1041324.jpg,1
112,Woran erkenne ich gutes Trockenfutter für Hunde?,1790,Hund_700_525,media/image/Hund_700_525.png,1
113,Trockenfutter als Alleinfutter ist immer eine gute Wahl,1697,Bubeck-Logo_1930_bis_1945,media/image/Bubeck-Logo_1930_bis_1945.png,1
114,Hundeleckerlis als gesunde Beimischung zum täglichen Essen,1789,Zurueck-zur-Natur,media/image/Zurueck-zur-Natur.png,1
115,Mizzi Katzenfutter bietet das Beste in einer Dose,1740,cat-1041324,media/image/cat-1041324.jpg,1
116,"Nassfutter für Hunde von Bubeck – Qualität, die überzeugt",1730,Bubeck-logo1950,media/image/Bubeck-logo1950.png,1
117,Helfen Bachblüten Rescue Tropfen vor dem Tierarztbesuch?,1789,Zurueck-zur-Natur,media/image/Zurueck-zur-Natur.png,1
118,Familienhunde – welche Rassen eignen sich am besten für Familien mit Kindern?,1124,Caesar_hund_SW,media/image/Caesar_hund_SW.png,1
119,"Was benötige ich alles, wenn ich mir einen Hund zulege?",1669,weimaraner-1381186_1920,media/image/weimaraner-1381186_1920.jpg,1
120,Anschaffung eines Hundes – An was muss ich denken oder beachten?,1124,Caesar_hund_SW,media/image/Caesar_hund_SW.png,1
121,Wie finde ich den richtigen Hundenamen?,1903,adorable-1866530klein,media/image/adorable-1866530klein.jpg,1
122,Spondylose - Was kann ich machen?,1904,animal-1869442kein,media/image/animal-1869442kein.jpg,1
123,Arthrose beim Hund -  Wie kann ich helfen?,,,,
124,Gibt es Katzen für Allergiker?,1905,kitty-551554klein,media/image/kitty-551554klein.jpg,1
125,Katzenschnupfen - Was ist zu tun?,1905,kitty-551554klein,media/image/kitty-551554klein.jpg,1
126,Katzenflöhe gezielt bekämpfen,1740,cat-1041324,media/image/cat-1041324.jpg,1
127,Kreuzbandriss beim Hund - Welche Behandlungsvarianten gibt es?,1903,adorable-1866530klein,media/image/adorable-1866530klein.jpg,1
128,Ab wann kann ich einen Hund alleine lassen?,1669,weimaraner-1381186_1920,media/image/weimaraner-1381186_1920.jpg,1
129,Durchfall bei Katzen - Wie kann ich helfen?,1905,kitty-551554klein,media/image/kitty-551554klein.jpg,1
130,Hundewelpen stubenrein bekommen - So einfach ist es!,1664,animal-1284307,media/image/animal-1284307.jpg,1
131,Warum hat Katzenurin einen beißenden Geruch?,1740,cat-1041324,media/image/cat-1041324.jpg,1
132,"Was mache ich, wenn der Hundewelpe beißt?",1664,animal-1284307,media/image/animal-1284307.jpg,1
133,Verstopfung bei Katzen - Wie kann ich helfen?,1740,cat-1041324,media/image/cat-1041324.jpg,1
134,Was ist bei einer Discopathie bzw. beim Bandscheibenvorfall bei Hunden zu tun?,1903,adorable-1866530klein,media/image/adorable-1866530klein.jpg,1
135,Wie kann ich eine Katze erziehen?,1905,kitty-551554klein,media/image/kitty-551554klein.jpg,1
136,Hundetricks - Wie bringe ich sie meinem Hund bei?,1665,dog-889350_1280,media/image/dog-889350_1280.jpg,1
137,Wie entwurme ich meinen Hund richtig?,1301,mann_mit_hund_Bubeck,media/image/mann_mit_hund_Bubeck.png,1
138,Muss man Katzen chippen lassen?,1740,cat-1041324,media/image/cat-1041324.jpg,1
139,Katzen aneinander gewöhnen - So geht es richtig!,1905,kitty-551554klein,media/image/kitty-551554klein.jpg,1
140,Süß und mutig > Jack Russell Terrier - Nicht für jeden Halter geeignet,1919,Jack-Russell-klein,media/image/Jack-Russell-klein.jpg,1
141,Welpennahrung wichtig für eine gute Hundeentwicklung,1920,rottweiler-klein,media/image/rottweiler-klein.jpg,1
142,Labrador Retriever - Einer der treuesten Familienhunde,1921,Labrador-klein,media/image/Labrador-klein.jpg,1
143,Sollte ich meine Katze sterilisieren oder kastrieren lassen?,1905,kitty-551554klein,media/image/kitty-551554klein.jpg,1
144,"Katzenschnupfen – Behandlung, Symptome und Ursachen",1740,cat-1041324,media/image/cat-1041324.jpg,1
145,Analdrüsen Probleme bei Hunden – Anzeichen & Behandlung,1669,weimaraner-1381186_1920,media/image/weimaraner-1381186_1920.jpg,1
146,Zwergschnauzer – Der furchtlose und freundliche Hund,1941,zwergschnauzer,media/image/zwergschnauzer.jpg,1
147,Hunde bei Hitze im Auto lassen – ein absolutes No Go!,1942,Hund-Auto,media/image/Hund-Auto.jpg,1
148,Mimik und Körpersprache bei Hunden,1667,Tramp-und-Hund,media/image/Tramp-und-Hund.png,1
149,Wie bekomme ich meinen Hund stubenrein?,1903,adorable-1866530klein,media/image/adorable-1866530klein.jpg,1
151,Die richtige Kommunikation mit meinem Hund,1669,weimaraner-1381186_1920,media/image/weimaraner-1381186_1920.jpg,1
152,Geschlechtsreife bei Hunden – Intervalle und Entwicklung,1792,Hund-700_467,media/image/Hund-700_467.png,1
153,Ein Statement zur Debatte über Fleisch und Massentierhaltung in Deutschland,1298,Blog_Fleisch_575x381,media/image/Blog_Fleisch_575x381.jpg,1
154,Kosten von Impfungen bei Katzen,1740,cat-1041324,media/image/cat-1041324.jpg,1
155,Welche Impfungen benötigen Hunde?,1921,Labrador-klein,media/image/Labrador-klein.jpg,1
